,hash,trans_size,sum(in_value),hash,size,sum(out_value),trans_fees,trans_fees_2
131,e81ed440d7ce78ba24a346fbfa8fda74f11ace202f418898661cfce98e3d73b1,225,2188283,e81ed440d7ce78ba24a346fbfa8fda74f11ace202f418898661cfce98e3d73b1,225,2185403,2880,12.8
132,3386912f1bf052ab5cf932406252c2650a7061854cb1238686c87c6f2cee124d,519,5462273,3386912f1bf052ab5cf932406252c2650a7061854cb1238686c87c6f2cee124d,519,5460344,1929,3.72
133,409d87275e8d037b27024301f9f2d63350ee2216ef45524436925013cb7ec682,225,7638813,409d87275e8d037b27024301f9f2d63350ee2216ef45524436925013cb7ec682,225,7636091,2722,12.1
134,45c47e7910ae9141e33235d18592708d8bf55147e5f3370935beb41a0c5608c4,410,22067397,45c47e7910ae9141e33235d18592708d8bf55147e5f3370935beb41a0c5608c4,410,22059853,7544,18.4
135,a03c4c0832cd39a64ab8356a9a32dff8cdcfc4efa925bfc743d460b42707d3f7,225,351900,a03c4c0832cd39a64ab8356a9a32dff8cdcfc4efa925bfc743d460b42707d3f7,225,348659,3241,14.4
136,cd6fa3d4f630f4a4d817a386b22e01875329d946a3366337f40231e33ea674bb,518,2687842,cd6fa3d4f630f4a4d817a386b22e01875329d946a3366337f40231e33ea674bb,518,2681880,5962,11.51
137,f0569b1ced26af655656d5415b4c56a2686e024e7090f1b82891828e78da71dc,223,239400,f0569b1ced26af655656d5415b4c56a2686e024e7090f1b82891828e78da71dc,223,235900,3500,15.7
138,0d9aa9ce68bbe577d5353a302b4c1e8cdaf07d299d6c1a2aa48f7bb701c24f35,222,675362,0d9aa9ce68bbe577d5353a302b4c1e8cdaf07d299d6c1a2aa48f7bb701c24f35,222,674383,979,4.41
139,b478318f56d0754a17fbcab5e4dfe20ec499ec770d0cdeb3779f03b5703c8de5,222,1661259,b478318f56d0754a17fbcab5e4dfe20ec499ec770d0cdeb3779f03b5703c8de5,222,1659261,1998,9
140,c85b8e835de627371a123642cae0bd31eeaed501470461de02dfd12f21d706df,192,257740,c85b8e835de627371a123642cae0bd31eeaed501470461de02dfd12f21d706df,192,255562,2178,11.34
141,0ec00534b33c8df338cb62729b34b4c8cc01564f8d8f9b3af772376f51cd27b0,372,62849,0ec00534b33c8df338cb62729b34b4c8cc01564f8d8f9b3af772376f51cd27b0,372,57389,5460,14.68
142,35bf58cef7dca790e29792072e1cf077e9d8eb6f058daf60ce6ae145a529b909,370,1082617,35bf58cef7dca790e29792072e1cf077e9d8eb6f058daf60ce6ae145a529b909,370,1077246,5371,14.52
143,46089cb0fbdc639ec33d691844ce1a76aa83c32b7e7439586225d658332c6539,351,369200681,46089cb0fbdc639ec33d691844ce1a76aa83c32b7e7439586225d658332c6539,351,369066528,134153,382.2
144,720caf6700657ea63fa06586dd53842db3beff7d9a51e0a74efb883e179a3b89,222,2387809,720caf6700657ea63fa06586dd53842db3beff7d9a51e0a74efb883e179a3b89,222,2384171,3638,16.39
145,7714c686cf02481350a506271913e19514cd63a306788fd42a731413f171b62f,222,1943089,7714c686cf02481350a506271913e19514cd63a306788fd42a731413f171b62f,222,1937629,5460,24.59
146,aabbe9595d71786b4f66cf7c6d55463717198d9a23429386b19610653489c256,345,200000,aabbe9595d71786b4f66cf7c6d55463717198d9a23429386b19610653489c256,345,199276,724,2.1
147,026f3e8d23e3d505791fea0619ba3e7c989939f02e2bd28b4a1cb357fa89ec2a,340,156431,026f3e8d23e3d505791fea0619ba3e7c989939f02e2bd28b4a1cb357fa89ec2a,340,151371,5060,14.88
148,323e7727da43c903bd18d2c8c323350a8a653ec39d57400373e055846f018d8a,226,3626993,323e7727da43c903bd18d2c8c323350a8a653ec39d57400373e055846f018d8a,226,3622910,4083,18.07
149,3a83766a1dd17576971426bd31e726fdb9ca6096e25e4513898dec9cc865db45,249,17607,3a83766a1dd17576971426bd31e726fdb9ca6096e25e4513898dec9cc865db45,249,16118,1489,5.98
150,0ea2b232498f3a16c9bc2a5b0c65706d34ba67403e20d8a5efd19f3f4bc8451b,506,97096,0ea2b232498f3a16c9bc2a5b0c65706d34ba67403e20d8a5efd19f3f4bc8451b,506,87918,9178,18.14
151,129d4a2552757cc23fde785a99aacaffaef828cecedaf9870a0ae09a0fd56dd7,154,2500,129d4a2552757cc23fde785a99aacaffaef828cecedaf9870a0ae09a0fd56dd7,154,1884,616,4
152,2d13eafb8cd72224b78c7a411af7f0e741c580aaabfa37f626ade0790a41c5f9,191,358241035,2d13eafb8cd72224b78c7a411af7f0e741c580aaabfa37f626ade0790a41c5f9,191,358230685,10350,54.19
153,8b9d1410d62150bf8d2d7f4f26dd85ef010d37611fbcd9a0c88a07318a1bbfe6,506,100114,8b9d1410d62150bf8d2d7f4f26dd85ef010d37611fbcd9a0c88a07318a1bbfe6,506,90936,9178,18.14
154,c61063a7e877b7a4483c197386b3a32cd82448cf0413fc0739d8ad01b71527e5,225,857521,c61063a7e877b7a4483c197386b3a32cd82448cf0413fc0739d8ad01b71527e5,225,854194,3327,14.79
155,1ab239a4cedfd9614e921985d5ce707fc95fae4e7b68a6b62d69c9acffd9866b,188,477725,1ab239a4cedfd9614e921985d5ce707fc95fae4e7b68a6b62d69c9acffd9866b,188,472459,5266,28.01
156,1df6bfdcf79ec04f927314257147b7867d628e0891f19f7e120cfda9eab459f4,317,10900,1df6bfdcf79ec04f927314257147b7867d628e0891f19f7e120cfda9eab459f4,317,10000,900,2.84
157,54d357fe10405b012e2eb2ae159e4b5ff17eef092fc71b1ad00c39316d273999,194,2945159,54d357fe10405b012e2eb2ae159e4b5ff17eef092fc71b1ad00c39316d273999,194,2939933,5226,26.94
158,5a6b97cc719063a7b7c52f7021dfafa53d9d726a75d41546bd0e425eb5c077f4,373,39535520,5a6b97cc719063a7b7c52f7021dfafa53d9d726a75d41546bd0e425eb5c077f4,373,39529415,6105,16.37
159,a10ef61b75ac914f5bbabab5bb84d174c3e49c1ac5bee075538a20ca40290ca1,200,1803000,a10ef61b75ac914f5bbabab5bb84d174c3e49c1ac5bee075538a20ca40290ca1,200,1797734,5266,26.33
160,b7b2e6e721b9ee37cf1af5d078a49821e31893c9d4403009f1cd38e69b40ab46,234,1617702,b7b2e6e721b9ee37cf1af5d078a49821e31893c9d4403009f1cd38e69b40ab46,234,1615939,1763,7.53
161,bbe7291b48d83fddf16107c44d5a6f48c57d0c8938203552a5c318476b62ddee,223,2847784,bbe7291b48d83fddf16107c44d5a6f48c57d0c8938203552a5c318476b62ddee,223,2846470,1314,5.89
162,e9cc7a20ebc53e5c141c8b027eee7e26fb41cc0e485f0ae8391d62d4e00e512e,534,8297190,e9cc7a20ebc53e5c141c8b027eee7e26fb41cc0e485f0ae8391d62d4e00e512e,534,8269590,27600,51.69
163,0fe310d44966d00977b0388fddbcf3b8b49a43c6244ec9ba4472233dd2fab470,419,951536,0fe310d44966d00977b0388fddbcf3b8b49a43c6244ec9ba4472233dd2fab470,419,944770,6766,16.15
164,1f2c85519232c05e09259cd1696e10065e93de2b83da89fd30116555e6c6c85a,1473,306003427,1f2c85519232c05e09259cd1696e10065e93de2b83da89fd30116555e6c6c85a,1473,305994600,8827,5.99
165,94acf995968f5d696016a26fbde6917fb2749a0919518633e3bae017239a6ff4,223,3106817,94acf995968f5d696016a26fbde6917fb2749a0919518633e3bae017239a6ff4,223,3103125,3692,16.56
166,a4e245660ffbeabb547f986328d2f8b5837466cecb40cf6bc6885a9f8debff35,713,226956,a4e245660ffbeabb547f986328d2f8b5837466cecb40cf6bc6885a9f8debff35,713,215997,10959,15.37
167,ad4503647fe5c97ad88e23fd6df308e300b3db00c1d0639320e44abccb47752e,225,621778880,ad4503647fe5c97ad88e23fd6df308e300b3db00c1d0639320e44abccb47752e,225,621756389,22491,99.96
168,b3710b5b22252a2c17b99d32494ffd03867a99cf245f3cce263ce160b3cbbe1e,225,130250000,b3710b5b22252a2c17b99d32494ffd03867a99cf245f3cce263ce160b3cbbe1e,225,130248900,1100,4.89
169,4846ebc051f9d780695456a1cbd2bb1bdc481f54d5818412d151a0bdca6072e9,225,17178933,4846ebc051f9d780695456a1cbd2bb1bdc481f54d5818412d151a0bdca6072e9,225,17174433,4500,20
170,dd72ccfdbd32f6dd2a3d17a8a93aaf1b3ce4c526e0e22e705da9ff304e38ce22,222,1036670,dd72ccfdbd32f6dd2a3d17a8a93aaf1b3ce4c526e0e22e705da9ff304e38ce22,222,1031213,5457,24.58
171,23bac7aba26f742991fdb1f5fb8494b2269fac598a285bffe66dcb2ebe93b9c9,371,1372765,23bac7aba26f742991fdb1f5fb8494b2269fac598a285bffe66dcb2ebe93b9c9,371,1369034,3731,10.06
172,43e73ccd83b28aa1619d418fcb0468aa77f19ede0c9db7c3a4b3d26cbafd749d,191,487856050,43e73ccd83b28aa1619d418fcb0468aa77f19ede0c9db7c3a4b3d26cbafd749d,191,487853190,2860,14.97
173,5593ac45e03d339a4a45e39186da00f01fbe0c6548a964b07cbd64d788c69f79,776,4230393,5593ac45e03d339a4a45e39186da00f01fbe0c6548a964b07cbd64d788c69f79,776,4225650,4743,6.11
174,a3b287f24bbbf106d4891bd92fb4d2bd2d7f4f2914002baf47ca3cb622a6336b,224,637387,a3b287f24bbbf106d4891bd92fb4d2bd2d7f4f2914002baf47ca3cb622a6336b,224,634852,2535,11.32
175,b52ba64bc0fe63c117c836f260c97313f90ca9eb3a47d8bc44a0a22aa2b726f5,192,743970,b52ba64bc0fe63c117c836f260c97313f90ca9eb3a47d8bc44a0a22aa2b726f5,192,741792,2178,11.34
176,24105f711d982c61aad371618239e119fc4c4ee8fa10b895a6a5009ebbeb5302,635,3699022,24105f711d982c61aad371618239e119fc4c4ee8fa10b895a6a5009ebbeb5302,635,3691372,7650,12.05
177,4d95d4e63f0a06fb6002ec45c866af60dc3a5b90788776870f9fde11a83c812d,234,1144011,4d95d4e63f0a06fb6002ec45c866af60dc3a5b90788776870f9fde11a83c812d,234,1141701,2310,9.87
178,60b6710f12b402a85a0b91344a8163ded8f47d8ed75d6d6b4c596b84d44c9d7b,868,300979,60b6710f12b402a85a0b91344a8163ded8f47d8ed75d6d6b4c596b84d44c9d7b,868,284345,16634,19.16
179,c8887afda697d49c49d072f2b8a13b418f0b4c1a9ccfe978e0378112ec686126,312,25408,c8887afda697d49c49d072f2b8a13b418f0b4c1a9ccfe978e0378112ec686126,312,24136,1272,4.08
180,de61f06b1bffeaadae5cba62128e965fad1c004746f61b0856cd4954c51bb22f,195,853992,de61f06b1bffeaadae5cba62128e965fad1c004746f61b0856cd4954c51bb22f,195,851173,2819,14.46
181,ed9390b1c0e1f2cd3d119cb9cc3e9dd4e97f2ef098372cab4e6f66e129e6975e,234,1160105,ed9390b1c0e1f2cd3d119cb9cc3e9dd4e97f2ef098372cab4e6f66e129e6975e,234,1158342,1763,7.53
182,00a87e2043a0b0bb53bf1662d5d64da6b72dfcd478089abc67e97682622113d4,524,1084795,00a87e2043a0b0bb53bf1662d5d64da6b72dfcd478089abc67e97682622113d4,524,1076725,8070,15.4
183,0ae5b4577f61f3eb1f4b80c67b7b775b16018816354253482dde8095fe81b5ff,223,1473000,0ae5b4577f61f3eb1f4b80c67b7b775b16018816354253482dde8095fe81b5ff,223,1469359,3641,16.33
184,7a0e60203625f25bf4f22cd646095046c4c3bd661c1289e3811a4d06fdedbd18,317,1606,7a0e60203625f25bf4f22cd646095046c4c3bd661c1289e3811a4d06fdedbd18,317,546,1060,3.34
185,94c0fc1d4e716416fb377c724f85e2cf9f58c7949fcbb267720629b6918e2973,605,31373488,94c0fc1d4e716416fb377c724f85e2cf9f58c7949fcbb267720629b6918e2973,605,31361866,11622,19.21
186,9e9135fe1fbdb92bb859295629f58fee7b5ead744ad3ecd732d941439dbf235a,339,167700,9e9135fe1fbdb92bb859295629f58fee7b5ead744ad3ecd732d941439dbf235a,339,163375,4325,12.76
187,b2b0ae91c41d76614f6f2b38bb50018e653320994f28d53d617f2f5ef9c1fb09,343,23713192,b2b0ae91c41d76614f6f2b38bb50018e653320994f28d53d617f2f5ef9c1fb09,343,23708486,4706,13.72
188,f238c23b746b1e4cedab156259c2389dee7b2870ca887ae3978c9acc909d12b4,235,4044386,f238c23b746b1e4cedab156259c2389dee7b2870ca887ae3978c9acc909d12b4,235,4040647,3739,15.91
189,fc9acf4867306abd93b9acdcf1f40ffcfa23a41886fb6849058a1c2749e2e52b,188,30667,fc9acf4867306abd93b9acdcf1f40ffcfa23a41886fb6849058a1c2749e2e52b,188,26000,4667,24.82
190,18588ef212d7149405593f249fb43ec85e557bdfb3ab777dbf8ea72cdc99c502,225,634026,18588ef212d7149405593f249fb43ec85e557bdfb3ab777dbf8ea72cdc99c502,225,630282,3744,16.64
191,63916e11eedf2c10c4b2cb6e9e8a007bbb01563fb9eccf8b8a47567143884bec,223,78258,63916e11eedf2c10c4b2cb6e9e8a007bbb01563fb9eccf8b8a47567143884bec,223,74592,3666,16.44
192,f4e3093817b44ba95007e25ec560ec69fc4e30c34b88f90d0e3206230df5900a,247,2679582,f4e3093817b44ba95007e25ec560ec69fc4e30c34b88f90d0e3206230df5900a,247,2677232,2350,9.51
193,fefb3096bcf63ad735acf5c72b63c670e2bb4aac8bebdc8d5e95d326ae39aa3c,222,1316542,fefb3096bcf63ad735acf5c72b63c670e2bb4aac8bebdc8d5e95d326ae39aa3c,222,1315534,1008,4.54
194,ff7a69f26a65d04bae68641ec00112c462e8637dd1d03943220a0828863f5255,192,153397,ff7a69f26a65d04bae68641ec00112c462e8637dd1d03943220a0828863f5255,192,150511,2886,15.03
195,3747f875c6ad003e0e7649ba40fa18e12552723568ef7335d64730a16b0a619b,222,20699014,3747f875c6ad003e0e7649ba40fa18e12552723568ef7335d64730a16b0a619b,222,20696497,2517,11.34
196,6424b7b91529f44b2142c1e6de1c103a6214a3086fa4ec6b14a49b9f3fb3d0fb,191,53011076,6424b7b91529f44b2142c1e6de1c103a6214a3086fa4ec6b14a49b9f3fb3d0fb,191,53008216,2860,14.97
197,d61d3526f8b96eae3a05b90a2cc679ce4b78e9b3608aa4701d9a11c208d73e6b,439,6325629,d61d3526f8b96eae3a05b90a2cc679ce4b78e9b3608aa4701d9a11c208d73e6b,439,6320569,5060,11.53
198,eb858cec8d445eac8133d5aee441bbfb4a27f4646902285769424eb171afe2d4,412,87403399,eb858cec8d445eac8133d5aee441bbfb4a27f4646902285769424eb171afe2d4,412,87396990,6409,15.56
199,02d0d48e87d93bd2c7c9705f48a27e680a6a87441c9fddb06cc61eb21cf89ca3,192,930805,02d0d48e87d93bd2c7c9705f48a27e680a6a87441c9fddb06cc61eb21cf89ca3,192,927919,2886,15.03
200,2620db8dad6a99942c62e66f9e7c8859c53e5e69ca8c3adf1eadf3b7dc3ce4e2,519,3592848,2620db8dad6a99942c62e66f9e7c8859c53e5e69ca8c3adf1eadf3b7dc3ce4e2,519,3587885,4963,9.56
201,326f50c7b332c3bf07fd3946bb152e4f7a51c9b23635afa3f500f4db9c492d52,224,30404590,326f50c7b332c3bf07fd3946bb152e4f7a51c9b23635afa3f500f4db9c492d52,224,30400924,3666,16.37
202,4b204df1241e51f32de2378f3af2fc274ecd20391436a1c22f411b893fd5cf05,223,154712,4b204df1241e51f32de2378f3af2fc274ecd20391436a1c22f411b893fd5cf05,223,150659,4053,18.17
203,4cccf09c3f4320ffac8b36fc180d90739ba4b7fb4c89b12a90f61a5e430b616d,390,352455,4cccf09c3f4320ffac8b36fc180d90739ba4b7fb4c89b12a90f61a5e430b616d,390,349386,3069,7.87
204,d45823f9c3444cda4bbee44593c2ecdf8229793b4d8a6c482467206c49163219,372,513871,d45823f9c3444cda4bbee44593c2ecdf8229793b4d8a6c482467206c49163219,372,512418,1453,3.91
205,ea2b84c1618a5c14a5b8e9804e9ec43da83a87f558a6fd1bf66ceb1ceadefcbe,195,163797,ea2b84c1618a5c14a5b8e9804e9ec43da83a87f558a6fd1bf66ceb1ceadefcbe,195,160859,2938,15.07
206,a91eeab6361fe5bb4dfe165a2ac63ceeaaf45fae5b24734fca416593e799063b,375,6586170,a91eeab6361fe5bb4dfe165a2ac63ceeaaf45fae5b24734fca416593e799063b,375,6584695,1475,3.93
207,eab825f6c7d80ccb03666ad22e4a955db82b09cf1d2e665f21385f291967dfa6,222,3339369,eab825f6c7d80ccb03666ad22e4a955db82b09cf1d2e665f21385f291967dfa6,222,3334849,4520,20.36
208,12169bbb56b8a123577b0ee3e438c2880b0e43ea30373a648ee863eca3e4cf08,569,614217,12169bbb56b8a123577b0ee3e438c2880b0e43ea30373a648ee863eca3e4cf08,569,604604,9613,16.89
209,59e4af5023915b225991e05475822fce35208db7d248ea15f557662a4b437d59,154,5000,59e4af5023915b225991e05475822fce35208db7d248ea15f557662a4b437d59,154,3768,1232,8
210,ada9973b724015a9abf9766411b712535a7131c168ae5f841d8fe012b7ae5b9d,190,101000,ada9973b724015a9abf9766411b712535a7131c168ae5f841d8fe012b7ae5b9d,190,95138,5862,30.85
211,b020f071ba0c1d0bd15ceaaded9ffe5b0698d79535de4ae0456e51652c3dd2cd,222,462308813,b020f071ba0c1d0bd15ceaaded9ffe5b0698d79535de4ae0456e51652c3dd2cd,222,462303080,5733,25.82
212,b7cf64be9669779519220e3e9abe9e4a1e2abe5176ef946783cba5aed49f2f3c,226,1711879,b7cf64be9669779519220e3e9abe9e4a1e2abe5176ef946783cba5aed49f2f3c,226,1710703,1176,5.2
213,db1dec5bde4e099b72599472cfd922b4c8eb7087da282d6fb0443ecb35c6cbad,317,1606,db1dec5bde4e099b72599472cfd922b4c8eb7087da282d6fb0443ecb35c6cbad,317,546,1060,3.34
214,677f09d7543985535d1c99e19d852bbf195af5275ecbf8272c8996ea1f68cf42,191,288813,677f09d7543985535d1c99e19d852bbf195af5275ecbf8272c8996ea1f68cf42,191,288142,671,3.51
215,90ae92056de495dcd1c79b9df6f8f2a0d5c58d28207777d83903b3c2480e74ef,372,4593926,90ae92056de495dcd1c79b9df6f8f2a0d5c58d28207777d83903b3c2480e74ef,372,4592926,1000,2.69
216,c8ca65e64b5b4bdbb26099909f3fe6533faa3582837b856cd0bf3891fb976cea,225,117884645,c8ca65e64b5b4bdbb26099909f3fe6533faa3582837b856cd0bf3891fb976cea,225,117881318,3327,14.79
217,ce3726a9b8b14589bacd82cec310e18417099a16662e8ac58f7d7eed436b2948,225,82377,ce3726a9b8b14589bacd82cec310e18417099a16662e8ac58f7d7eed436b2948,225,76547,5830,25.91
218,31e75b2fe5b6cc30eb100ee129378d6419d7dc06b3d9f3c8837633796d525b30,224,46607,31e75b2fe5b6cc30eb100ee129378d6419d7dc06b3d9f3c8837633796d525b30,224,43475,3132,13.98
219,3f0439f0cadd3fb2a132b68290d026e955eb4fe14e128cb70ee4d02b46770619,224,423283,3f0439f0cadd3fb2a132b68290d026e955eb4fe14e128cb70ee4d02b46770619,224,418443,4840,21.61
220,5cdaae862f26d16ea58fe892df932da209e7dfc91065a28b77f837db957e7eb5,1103,201417472,5cdaae862f26d16ea58fe892df932da209e7dfc91065a28b77f837db957e7eb5,1103,201385790,31682,28.72
221,8e018b20a27111a60b408679dcc2479d99d871c13c735abf7e67ada89ebd58c0,223,4671926,8e018b20a27111a60b408679dcc2479d99d871c13c735abf7e67ada89ebd58c0,223,4668247,3679,16.5
222,a8c80f856372b330362184728270227cd118f4d19a9339aea1e5cbfc38fe7201,371,715330,a8c80f856372b330362184728270227cd118f4d19a9339aea1e5cbfc38fe7201,371,709312,6018,16.22
223,0af2c6a2fd976794d547150219515cb24df770d51370cef9738a4591bf4fc08d,523,5246613,0af2c6a2fd976794d547150219515cb24df770d51370cef9738a4591bf4fc08d,523,5244663,1950,3.73
224,2986f22db923ee491e97648e8dc83f2f28515a1a88f38d5e81676ebc06d7cbb1,226,1346399,2986f22db923ee491e97648e8dc83f2f28515a1a88f38d5e81676ebc06d7cbb1,226,1342655,3744,16.57
225,cb3a3de73f5c0f2ed5fd11f008fe6247949d11493ae10bc80ffbdcab3f9c4717,223,2085368355,cb3a3de73f5c0f2ed5fd11f008fe6247949d11493ae10bc80ffbdcab3f9c4717,223,2085364714,3641,16.33
226,fec32d428884136ff66e855384a3098977b45111c35b125e7e4bd4b3e49c57df,224,97919,fec32d428884136ff66e855384a3098977b45111c35b125e7e4bd4b3e49c57df,224,94227,3692,16.48
227,3b154b5820fe3c18744cec3367a46d8f2608f8615f8e75ec6385c3d605566062,234,41450448,3b154b5820fe3c18744cec3367a46d8f2608f8615f8e75ec6385c3d605566062,234,41449224,1224,5.23
228,750773f2655fd087fbc61d5bb0e98d2d1ee9ae5a3d1591ff5e1541f1e2baa7d5,398,8927,750773f2655fd087fbc61d5bb0e98d2d1ee9ae5a3d1591ff5e1541f1e2baa7d5,398,7000,1927,4.84
229,ab74c3f43e6265748549e83b0ee1ac1fa5a3414ce9fec2fffa13daddd8eb5128,223,1451828,ab74c3f43e6265748549e83b0ee1ac1fa5a3414ce9fec2fffa13daddd8eb5128,223,1448162,3666,16.44
230,ba280aacdae0e8c481873b1a0800ddf9f58e98727a20553a056800a066dc7978,223,557572,ba280aacdae0e8c481873b1a0800ddf9f58e98727a20553a056800a066dc7978,223,555186,2386,10.7
231,72516c3ff1c1a7ecd2f23e3f5197b1a39dff9a1687ba41fe4eebf8ec3c402dd8,523,193139,72516c3ff1c1a7ecd2f23e3f5197b1a39dff9a1687ba41fe4eebf8ec3c402dd8,523,185859,7280,13.92
232,88b5c1aa1ec6566667ee1764b448fdeedf1b31a90feb4b332ae4c32e2d4c6dd8,372,48943425,88b5c1aa1ec6566667ee1764b448fdeedf1b31a90feb4b332ae4c32e2d4c6dd8,372,48936145,7280,19.57
233,657352e4964cb300c36af3d9650126a5f6ad00cfd790082e57df866ddd0f139c,541,106213212,657352e4964cb300c36af3d9650126a5f6ad00cfd790082e57df866ddd0f139c,541,106203378,9834,18.18
234,65c1b3853d125281670d1ae06ab6df76ae16f4dbdc6f5e53da9e58bed81f1973,191,120000,65c1b3853d125281670d1ae06ab6df76ae16f4dbdc6f5e53da9e58bed81f1973,191,108780,11220,58.74
235,cfee1e2955ae7ade0b2532aaa91dd24ea18ab2327944e2ba074a51259c7e0d28,537,335472,cfee1e2955ae7ade0b2532aaa91dd24ea18ab2327944e2ba074a51259c7e0d28,537,325496,9976,18.58
236,644138d69b9331280eb5cd955818a18c082fbaec415788d63321ab2f2e2de1e9,247,77644,644138d69b9331280eb5cd955818a18c082fbaec415788d63321ab2f2e2de1e9,247,76801,843,3.41
237,a29ba1c66519ba64ba69529924d7d5d3a8920fd9ab319332596c43d931d60dc7,188,189062,a29ba1c66519ba64ba69529924d7d5d3a8920fd9ab319332596c43d931d60dc7,188,183195,5867,31.21
238,f3b0f257f081b4060d0743c76962913b4db62cee1a6b094a587128081a075797,195,60081,f3b0f257f081b4060d0743c76962913b4db62cee1a6b094a587128081a075797,195,57143,2938,15.07
239,8e9299cc5032d95e7773c90d9f0899162e5d551ff10441e4746c07370314690b,226,579212,8e9299cc5032d95e7773c90d9f0899162e5d551ff10441e4746c07370314690b,226,575468,3744,16.57
240,976ac3303ede8e582cb36a3c0789fde9115e94854fd7dce33d961209f24b1922,373,6415633,976ac3303ede8e582cb36a3c0789fde9115e94854fd7dce33d961209f24b1922,373,6414158,1475,3.95
241,20eaa2d3be9b6b85481b64df8865a738bbaf89a3e3dadc01356609affa4771d0,1415,1382596,20eaa2d3be9b6b85481b64df8865a738bbaf89a3e3dadc01356609affa4771d0,1415,1347901,34695,24.52
242,3c09103ce05527bb60ecfa27270b8ad658c867b85beac3d88c1931f8a76d3d62,319,47983196,3c09103ce05527bb60ecfa27270b8ad658c867b85beac3d88c1931f8a76d3d62,319,47976294,6902,21.64
243,d5aa2f3b6433aa2623dc0bdb6622309f4b1e9b38f906815e3061579671e75dd0,191,301424,d5aa2f3b6433aa2623dc0bdb6622309f4b1e9b38f906815e3061579671e75dd0,191,298564,2860,14.97
244,dd6745a7bd67b424ea44920f2897a0ff7b30b6898e2d31ca6f68951c065c4ee7,279,3513847,dd6745a7bd67b424ea44920f2897a0ff7b30b6898e2d31ca6f68951c065c4ee7,279,3505552,8295,29.73
245,e7e85adff5b813eccbabd75a616663a9f8bbc5841e626e91b1c320d11d016b80,225,6322400,e7e85adff5b813eccbabd75a616663a9f8bbc5841e626e91b1c320d11d016b80,225,6319520,2880,12.8
246,26dc63873c0e679d74268ba789c9f8a9eada612661b07a260cba2fe8dbb31d1b,223,2898498,26dc63873c0e679d74268ba789c9f8a9eada612661b07a260cba2fe8dbb31d1b,223,2894806,3692,16.56
247,7369ccd2b9d6f4567cac0e17b35e7e5d660a6ae1b284f21a1b8db03ac2886598,195,161939,7369ccd2b9d6f4567cac0e17b35e7e5d660a6ae1b284f21a1b8db03ac2886598,195,159001,2938,15.07
248,c45f7db32ca4dbe7c8340a322bf394f4a75d9e560c2fa0cb06014cc8d4b170bd,194,483805,c45f7db32ca4dbe7c8340a322bf394f4a75d9e560c2fa0cb06014cc8d4b170bd,194,481927,1878,9.68
249,8fc3ee8620f52cc1ae1c7964e30e45681e5b014dbd067a8abd4510c85ba342b0,462,487189,8fc3ee8620f52cc1ae1c7964e30e45681e5b014dbd067a8abd4510c85ba342b0,462,479674,7515,16.27
250,ba2258cbe37d5c9ce6ca24fbd6d8fe1db403d868dbdbb5b61dda6066b72acefb,194,895711,ba2258cbe37d5c9ce6ca24fbd6d8fe1db403d868dbdbb5b61dda6066b72acefb,194,892954,2757,14.21
251,10e1e07e9814b4a37200f0d60b7c02fd58384e08b5e80b9fcf076916ef81cf97,380,2639669,10e1e07e9814b4a37200f0d60b7c02fd58384e08b5e80b9fcf076916ef81cf97,380,2634360,5309,13.97
252,16d08d2f867f963a72141da66117ff6c3e7ce6b27e02a5d0a03f51a3fb9d46d8,225,336052,16d08d2f867f963a72141da66117ff6c3e7ce6b27e02a5d0a03f51a3fb9d46d8,225,332308,3744,16.64
253,5968b27181bdb48d2e2b25d866314a5fc790d7ca048ae118687ca46a1ae3ebd0,351,1415817269,5968b27181bdb48d2e2b25d866314a5fc790d7ca048ae118687ca46a1ae3ebd0,351,1415807419,9850,28.06
254,65e70975aff2cd7b1f25ca8403bac2fe0ecf6affd47397ce8f914edeab45c402,225,171727102,65e70975aff2cd7b1f25ca8403bac2fe0ecf6affd47397ce8f914edeab45c402,225,171723384,3718,16.52
255,717125f8edbc2c63d485478ee6fb0885081419e77c7d375bb111679e3d882a28,223,3413469,717125f8edbc2c63d485478ee6fb0885081419e77c7d375bb111679e3d882a28,223,3412490,979,4.39
256,8fbfe3af15128310e8a9fdcb9c66fb9dcbdbd3f0e172e3cb2035e13a891e8267,493,533593,8fbfe3af15128310e8a9fdcb9c66fb9dcbdbd3f0e172e3cb2035e13a891e8267,493,531822,1771,3.59
257,ccb877c6f035eb8dcc9ad0bb01fe4ef25074508d5980f1a54785f3209fa91fb4,225,25292,ccb877c6f035eb8dcc9ad0bb01fe4ef25074508d5980f1a54785f3209fa91fb4,225,19416,5876,26.12
258,d5aff1b3010a32d08ab19adfd0b7f9e0ddf87f0a9ebe78e5dcc23943347aa2dc,226,13927147,d5aff1b3010a32d08ab19adfd0b7f9e0ddf87f0a9ebe78e5dcc23943347aa2dc,226,13925565,1582,7
259,0a10269ab7e2fa252106749cf9078dfb43dd9090d23d559f3a69a22c28b53952,192,202986,0a10269ab7e2fa252106749cf9078dfb43dd9090d23d559f3a69a22c28b53952,192,200126,2860,14.9
260,1a16a6a25a2545aded61da3192b419dd5692b76c2ba9f08d695e579997f38551,193,168567,1a16a6a25a2545aded61da3192b419dd5692b76c2ba9f08d695e579997f38551,193,165681,2886,14.95
